"","SRR1039508","SRR1039509","SRR1039512","SRR1039513","SRR1039516","SRR1039517","SRR1039520","SRR1039521"
"ENSG00000167183.2",3,2,1,0,1,0,3,1
"ENSG00000108465.14",268,276,332,179,331,421,237,288
"ENSG00000264701.1",0,0,0,0,0,0,0,0
"ENSG00000005243.9",1132,928,1332,756,990,1087,1038,940
"ENSG00000207947.3",0,0,0,0,0,0,0,0
"ENSG00000263412.1",21,16,20,13,11,12,17,14
"ENSG00000082641.15",8990,9253,13308,9119,11542,14785,9391,12929
"ENSG00000266341.1",0,0,0,0,0,0,0,0
"ENSG00000278765.1",4,0,6,5,5,5,5,6
"ENSG00000108468.14",1743,1137,1945,816,1941,1535,1609,1232
"ENSG00000206954.1",0,0,0,0,0,0,0,0
"ENSG00000002919.14",234,246,298,211,217,376,184,265
"ENSG00000141293.15",0,0,0,0,0,0,0,0
"ENSG00000221739.1",0,0,0,0,0,0,0,0
"ENSG00000263787.1",0,0,0,0,0,0,0,0
"ENSG00000207306.1",0,0,0,0,0,0,0,0
"ENSG00000235300.4",0,0,0,0,0,0,0,0
"ENSG00000266222.1",0,0,0,0,0,0,0,0
"ENSG00000200538.2",0,0,0,0,0,0,0,0
"ENSG00000264451.1",0,0,1,0,0,0,0,0
"ENSG00000206805.1",0,0,0,0,0,0,0,0
"ENSG00000120094.7",0,0,0,0,0,0,0,0
"ENSG00000173917.10",192,237,209,143,204,289,202,226
"ENSG00000230148.8",32,50,39,26,40,71,37,54
"ENSG00000120093.11",1075,926,1313,718,1289,1147,892,1020
"ENSG00000233101.10",109,99,124,72,30,33,85,89
"ENSG00000239552.2",35,23,53,29,51,53,39,51
"ENSG00000182742.5",292,306,382,245,276,274,266,387
"ENSG00000257178.5",14,14,26,17,12,15,19,24
"ENSG00000284038.1",0,0,0,0,0,0,0,0
"ENSG00000120075.5",87,74,146,80,32,21,80,101
"ENSG00000108511.9",78,75,74,68,12,18,70,102
"ENSG00000260027.4",78,74,129,90,15,23,79,114
"ENSG00000120068.6",11,10,9,7,0,0,13,6
"ENSG00000170689.9",0,1,1,0,0,0,1,0
"ENSG00000242207.1",0,0,0,0,0,0,2,0
"ENSG00000210741.1",0,0,0,0,1,0,0,0
"ENSG00000272763.1",0,0,0,0,0,0,0,1
"ENSG00000244649.4",0,0,0,0,2,1,0,0
"ENSG00000244559.1",0,0,0,0,0,0,0,0
"ENSG00000242067.1",3,1,1,5,4,8,6,3
"ENSG00000241788.2",0,0,0,0,0,0,0,0
"ENSG00000159182.4",0,0,0,0,0,0,0,0
"ENSG00000229637.3",0,0,0,0,0,0,0,0
"ENSG00000273750.1",0,0,0,0,0,0,0,0
"ENSG00000277542.1",0,0,0,0,0,0,0,0
"ENSG00000263602.1",0,0,0,0,0,0,0,0
"ENSG00000159184.7",0,0,1,0,0,0,0,0
"ENSG00000242407.1",0,0,0,0,0,0,0,0
"ENSG00000170703.15",10,6,7,13,2,12,2,5
"ENSG00000244514.3",0,0,0,0,0,0,0,0
"ENSG00000136436.14",1648,3061,2523,3662,2468,5125,1770,4461
"ENSG00000248278.1",292,210,247,143,283,267,222,177
"ENSG00000212565.1",0,1,1,0,0,0,0,0
"ENSG00000248895.1",0,0,1,0,0,0,1,0
"ENSG00000159199.13",423,420,377,247,336,510,267,264
"ENSG00000270781.1",0,0,1,1,1,2,2,0
"ENSG00000159202.17",3046,2890,3332,2136,3520,4353,2642,2779
"ENSG00000159210.9",722,590,824,508,809,1130,555,607
"ENSG00000230532.1",0,0,0,0,0,0,0,0
"ENSG00000200903.1",0,0,0,0,0,0,0,0
"ENSG00000238804.1",0,0,0,0,0,0,0,0
"ENSG00000159224.4",1,1,2,3,2,0,3,1
"ENSG00000250838.1",0,0,0,0,0,0,0,0
"ENSG00000159217.9",89,89,106,74,188,329,151,192
"ENSG00000251461.3",0,0,0,0,0,0,0,0
"ENSG00000255851.2",0,0,1,0,0,1,0,0
"ENSG00000252636.1",0,0,0,0,0,0,0,0
"ENSG00000251550.1",0,0,1,0,1,0,1,1
"ENSG00000248883.2",0,0,0,0,0,0,0,0
"ENSG00000167080.8",2,1,1,1,9,9,2,2
"ENSG00000240995.2",0,0,0,0,0,0,0,0
"ENSG00000167083.6",0,0,1,0,2,1,0,1
"ENSG00000108798.8",0,0,0,0,3,1,0,0
"ENSG00000173868.11",0,0,0,0,2,1,0,0
"ENSG00000177369.8",0,0,0,0,0,0,0,0
"ENSG00000273500.1",0,0,0,0,0,0,0,0
"ENSG00000198740.8",318,235,340,192,361,456,251,241
"ENSG00000248714.6",2,0,2,0,5,1,4,1
"ENSG00000262039.1",1,0,6,0,2,1,1,1
"ENSG00000250948.1",1,1,4,0,1,2,0,1
"ENSG00000186244.7",0,0,0,0,0,0,0,0
"ENSG00000167085.11",830,823,980,576,909,1295,689,789
"ENSG00000250186.3",0,0,0,0,0,0,0,0
"ENSG00000207127.1",0,0,0,0,0,0,0,0
"ENSG00000229944.3",205,163,265,120,257,313,201,181
"ENSG00000249497.1",0,0,0,0,0,0,0,0
"ENSG00000279036.1",0,1,0,0,0,0,0,0
"ENSG00000064300.8",1,3,2,0,2,4,0,0
"ENSG00000249906.1",1,0,0,0,0,0,0,0
"ENSG00000277478.1",0,0,0,0,0,0,0,0
"ENSG00000250310.2",0,0,0,0,1,0,0,0
"ENSG00000182575.7",141,152,191,347,157,285,214,668
"ENSG00000121067.17",920,779,1072,690,1015,1162,842,919
"ENSG00000121073.14",482,419,508,319,581,930,373,417
"ENSG00000250751.1",1,0,0,0,0,0,0,0
"ENSG00000121104.7",210,115,239,102,203,154,174,138
"ENSG00000136504.11",738,556,862,459,867,849,644,653
"ENSG00000235183.3",0,0,0,0,0,0,0,0
"ENSG00000262837.1",0,0,0,0,0,0,0,0
"ENSG00000176358.15",2,1,1,1,0,1,0,0
"ENSG00000204584.1",2,0,1,0,3,3,0,1
"ENSG00000248954.1",0,0,0,0,0,1,0,0
"ENSG00000254039.1",0,0,0,0,0,0,0,0
"ENSG00000249176.1",0,0,0,0,1,0,0,0
"ENSG00000199492.1",0,0,0,0,0,0,0,0
"ENSG00000108813.10",1,3,3,0,2,11,1,1
"ENSG00000064195.7",0,0,0,0,0,0,0,0
"ENSG00000248172.1",0,0,1,0,0,0,0,0
"ENSG00000246640.1",2,5,5,1,4,8,6,8
"ENSG00000005884.17",708,655,1566,1114,1327,2634,1207,1457
"ENSG00000276851.1",0,2,1,1,1,0,0,0
"ENSG00000005882.11",645,593,797,436,883,840,703,756
"ENSG00000275025.1",0,2,1,0,0,0,0,0
"ENSG00000250282.1",0,0,1,0,0,0,0,0
"ENSG00000167100.14",77,53,105,39,59,58,108,103
"ENSG00000108819.10",1866,1440,1955,1123,2184,2051,1989,1644
"ENSG00000236472.1",0,0,0,0,1,1,1,0
"ENSG00000253730.1",0,0,1,0,0,0,0,1
"ENSG00000261959.1",0,0,0,0,0,0,1,0
"ENSG00000108823.15",4,5,19,13,8,6,7,8
"ENSG00000188662.6",0,0,1,0,0,1,1,0
"ENSG00000108821.13",143104,52231,157595,37020,182952,95495,134386,48859
"ENSG00000249406.2",3,5,7,0,7,4,3,3
"ENSG00000263176.1",0,0,0,0,2,0,0,0
"ENSG00000249838.1",0,0,0,1,0,0,0,0
"ENSG00000167105.7",18,15,23,2,24,16,14,8
"ENSG00000251179.1",24,20,20,17,31,24,23,28
"ENSG00000015532.9",716,608,761,416,792,1068,574,627
"ENSG00000279792.1",4,2,4,4,9,4,4,5
"ENSG00000108826.15",375,327,440,212,455,474,363,254
"ENSG00000154920.14",24,13,20,7,18,11,12,6
"ENSG00000108829.9",1552,2091,1625,1209,2025,3620,1295,1648
"ENSG00000206824.1",0,0,0,0,0,0,0,0
"ENSG00000253102.1",2,1,2,4,3,1,0,5
"ENSG00000167107.12",362,397,415,241,576,631,309,361
"ENSG00000262759.1",0,0,0,0,0,1,0,0
"ENSG00000136457.9",14,21,22,7,19,20,25,20
"ENSG00000275897.1",1,1,2,1,3,3,0,0
"ENSG00000136444.9",546,464,517,248,487,468,509,357
"ENSG00000249451.1",1,2,0,0,2,1,0,0
"ENSG00000136449.13",34,27,31,20,16,24,42,41
"ENSG00000049283.17",20,11,16,3,13,13,16,8
"ENSG00000250286.1",6,2,7,2,13,5,7,3
"ENSG00000006282.20",1747,1317,1334,716,1633,1868,1356,1314
"ENSG00000250107.1",1,1,1,2,3,4,3,1
"ENSG00000006283.17",113,45,40,5,158,77,80,25
"ENSG00000250976.1",0,0,0,0,0,0,0,0
"ENSG00000251239.1",0,0,0,0,0,0,0,0
"ENSG00000108846.15",237,341,322,266,424,1212,310,423
"ENSG00000154945.6",926,974,997,784,1044,1586,818,1078
"ENSG00000262967.1",0,0,0,0,0,0,0,0
"ENSG00000201340.1",0,0,0,0,0,0,0,0
"ENSG00000108848.15",3117,2812,3406,2193,3689,3871,2968,3030
"ENSG00000278963.1",0,0,1,1,1,2,0,1
"ENSG00000167117.9",0,0,0,0,0,0,0,0
"ENSG00000278672.1",0,0,0,0,0,0,0,0
"ENSG00000285829.1",0,0,0,0,0,0,0,0
"ENSG00000248702.1",0,0,0,0,0,0,0,0
"ENSG00000173714.7",8,1,7,2,1,9,5,7
"ENSG00000261976.2",0,0,0,0,0,0,0,0
"ENSG00000243521.2",0,0,0,0,0,0,0,0
"ENSG00000141232.4",819,803,1039,689,899,1060,917,1061
"ENSG00000229980.4",8,7,8,8,11,9,6,5
"ENSG00000262006.1",0,0,2,0,1,1,2,2
"ENSG00000247011.2",0,0,0,0,0,0,0,0
"ENSG00000251665.1",0,0,0,0,1,0,0,0
"ENSG00000008294.20",2819,2279,3539,2009,3258,3911,2953,2981
"ENSG00000249870.1",0,0,0,0,0,0,0,0
"ENSG00000239672.7",155,116,150,66,142,192,117,73
"ENSG00000011052.21",3,1,4,1,6,6,5,0
"ENSG00000243678.11",82,112,228,71,240,239,126,118
"ENSG00000011258.15",421,278,412,225,487,411,418,359
"ENSG00000279089.1",18,27,21,11,25,24,14,15
"ENSG00000264895.1",1,1,0,1,1,0,1,0
"ENSG00000011260.13",472,469,375,294,428,561,325,389
"ENSG00000249383.2",0,0,0,0,0,0,0,0
"ENSG00000249982.1",0,0,0,0,0,0,0,0
"ENSG00000249658.1",0,0,0,0,0,0,0,0
"ENSG00000267452.2",0,0,0,0,0,0,0,0
"ENSG00000187504.6",0,0,1,0,0,2,1,5
"ENSG00000154975.13",0,0,0,0,0,0,0,0
"ENSG00000279743.1",0,0,0,0,0,0,0,0
"ENSG00000263317.1",0,0,0,0,0,0,0,0
"ENSG00000226364.1",0,0,0,0,0,0,0,0
"ENSG00000227011.4",0,0,0,0,0,0,0,0
"ENSG00000262902.1",16,14,1858,1236,19,27,14,13
"ENSG00000285939.1",0,0,0,0,0,0,0,0
"ENSG00000263252.1",0,0,0,0,0,0,0,0
"ENSG00000262271.1",0,0,0,0,0,0,0,0
"ENSG00000262518.1",0,0,0,0,0,0,0,0
"ENSG00000262384.1",0,0,0,0,0,0,0,0
"ENSG00000233380.1",12,17,21,5,14,26,10,11
"ENSG00000141200.7",0,0,0,0,0,0,0,0
"ENSG00000263189.1",0,0,0,0,0,0,0,0
"ENSG00000261965.1",0,0,0,0,0,0,0,0
"ENSG00000263199.1",0,0,0,0,0,0,0,0
"ENSG00000263125.1",0,0,0,0,0,0,0,0
"ENSG00000251809.1",0,0,0,0,0,0,0,0
"ENSG00000141198.15",117,185,201,191,279,437,95,195
"ENSG00000166260.11",606,930,566,882,615,942,435,1192
"ENSG00000279059.1",61,75,88,93,77,123,67,130
"ENSG00000275710.1",0,0,1,0,1,2,0,2
"ENSG00000166263.13",398,480,387,589,430,576,311,848
"ENSG00000108924.13",13,50,28,46,27,50,70,146
"ENSG00000263096.1",0,0,0,0,0,1,0,0
"ENSG00000262079.1",0,0,0,0,0,0,0,0
"ENSG00000108960.8",835,2752,812,1749,1446,2877,568,2567
"ENSG00000261873.2",0,0,0,0,0,0,0,0
"ENSG00000236319.2",3,1,1,1,2,2,0,1
"ENSG00000262135.1",0,0,0,0,0,0,0,0
"ENSG00000200107.1",0,0,0,0,0,0,0,0
"ENSG00000166292.11",34,64,22,48,25,32,11,54
"ENSG00000141179.13",208,226,231,168,248,288,139,171
"ENSG00000262052.1",1,0,1,0,0,0,1,0
"ENSG00000153930.11",4,3,17,2,4,11,3,3
"ENSG00000261882.1",0,0,0,0,0,0,0,0
"ENSG00000279606.1",0,0,1,0,0,0,0,0
"ENSG00000243058.1",0,0,0,0,0,0,0,0
"ENSG00000183691.4",3,9,7,6,2,19,1,8
"ENSG00000214226.8",28,29,37,19,44,58,38,34
"ENSG00000283209.1",0,0,0,0,0,0,0,0
"ENSG00000153933.9",128,114,133,94,171,203,98,148
"ENSG00000121060.17",1665,1332,1679,977,1859,2325,1410,1482
"ENSG00000212469.1",0,0,0,0,0,0,0,0
"ENSG00000262408.1",0,0,0,0,0,0,0,0
"ENSG00000262112.1",0,0,0,0,0,0,0,0
"ENSG00000284542.1",0,0,0,0,0,0,0,0
"ENSG00000274213.1",2,8,2,1,1,8,3,6
"ENSG00000121058.4",310,246,269,189,329,414,259,250
"ENSG00000262298.1",1,0,0,0,0,0,1,0
"ENSG00000262623.1",0,0,1,0,0,0,0,1
"ENSG00000121064.12",2694,1934,3386,2111,3173,3440,2727,2646
"ENSG00000263120.1",10,0,8,1,3,6,2,0
"ENSG00000261192.1",0,1,0,0,0,0,0,1
"ENSG00000263004.1",27,9,32,17,25,22,31,14
"ENSG00000121057.12",397,472,416,285,358,450,439,432
"ENSG00000263089.1",0,3,5,2,2,5,4,1
"ENSG00000285785.1",0,0,0,0,0,0,0,0
"ENSG00000153944.10",677,683,695,348,936,1014,551,578
"ENSG00000279555.1",0,0,1,0,0,0,1,0
"ENSG00000279281.1",0,0,0,0,0,0,0,0
"ENSG00000266100.1",0,0,0,0,0,0,0,0
"ENSG00000280028.1",1,1,0,0,0,0,0,0
"ENSG00000263499.1",0,0,0,0,0,0,0,0
"ENSG00000242889.3",0,1,1,0,0,0,0,0
"ENSG00000238447.1",0,0,0,0,0,0,0,0
"ENSG00000166329.2",0,0,0,0,0,0,0,0
"ENSG00000265542.5",0,1,0,0,0,1,0,0
"ENSG00000222976.1",0,0,0,0,0,0,0,0
"ENSG00000181610.12",373,378,485,351,462,686,355,430
"ENSG00000180891.12",955,1290,942,782,1071,1705,823,1284
"ENSG00000264914.1",0,0,0,1,0,0,1,1
"ENSG00000278642.1",0,1,1,1,0,2,1,0
"ENSG00000136451.8",1633,1531,1847,1222,2042,2477,1278,1643
"ENSG00000280233.1",2,1,2,0,1,0,0,1
"ENSG00000266086.2",0,0,0,0,1,0,0,0
"ENSG00000264112.1",117,134,163,136,182,185,162,136
"ENSG00000136450.12",674,559,709,487,697,988,600,513
"ENSG00000279069.1",17,8,23,2,22,22,10,11
"ENSG00000285930.1",0,0,1,0,0,0,0,0
"ENSG00000266290.1",0,0,0,0,1,0,0,0
"ENSG00000264364.2",1796,1519,2616,1317,1947,2418,1636,1440
"ENSG00000279207.1",171,123,208,89,174,155,153,86
"ENSG00000141194.6",0,0,0,0,0,0,0,0
"ENSG00000229590.3",0,0,0,0,0,0,0,0
"ENSG00000255713.2",0,0,0,0,0,0,0,0
"ENSG00000121053.5",1,2,4,2,2,1,1,2
"ENSG00000278627.1",3,3,2,0,4,1,0,2
"ENSG00000011143.16",196,144,215,94,154,148,148,139
"ENSG00000167419.10",2,0,2,0,0,1,2,0
"ENSG00000005381.7",4,10,9,1,0,3,6,3
"ENSG00000005379.16",186,152,123,87,172,311,118,130
"ENSG00000265148.5",15,1,21,7,20,15,11,7
"ENSG00000265206.5",0,0,0,0,0,0,0,0
"ENSG00000284353.1",0,0,0,0,0,0,0,0
"ENSG00000264399.1",0,0,0,0,0,0,0,0
"ENSG00000213246.6",41,34,56,16,50,51,34,38
"ENSG00000285897.1",2,0,3,0,2,2,1,0
"ENSG00000108375.12",0,0,0,0,0,0,0,0
"ENSG00000176160.10",0,1,1,0,0,0,0,0
"ENSG00000266648.1",2,2,2,0,1,1,2,5
"ENSG00000108389.9",1016,934,1027,576,961,1549,709,855
"ENSG00000264672.5",1,0,0,1,2,3,1,1
"ENSG00000108387.14",18,37,10,22,8,51,4,19
"ENSG00000181013.3",0,0,0,0,0,2,0,0
"ENSG00000121101.15",5,4,6,1,4,8,2,3
"ENSG00000212195.2",0,1,0,0,1,0,0,0
"ENSG00000266826.2",1,0,0,0,0,0,0,0
"ENSG00000199426.1",0,0,0,0,0,0,0,0
"ENSG00000266561.2",0,0,0,0,0,0,0,0
"ENSG00000206917.1",0,0,0,0,0,0,0,0
"ENSG00000200997.1",0,0,0,0,0,0,0,0
"ENSG00000108384.14",166,143,204,113,180,178,175,153
"ENSG00000274198.1",0,0,0,0,0,0,0,0
"ENSG00000175175.5",6,3,4,1,4,2,3,4
"ENSG00000276601.1",0,0,0,0,0,1,0,0
"ENSG00000251865.1",0,0,0,0,0,0,0,0
"ENSG00000241462.1",0,0,0,0,0,0,0,0
"ENSG00000275680.1",0,0,0,0,0,0,0,0
"ENSG00000263938.1",0,0,0,0,0,0,0,0
"ENSG00000108395.13",833,700,971,599,1248,1231,770,672
"ENSG00000263558.2",1,0,1,0,0,0,0,0
"ENSG00000224738.1",7,8,14,3,16,25,8,9
"ENSG00000182628.12",452,321,595,281,532,504,391,294
"ENSG00000252212.1",0,1,0,0,0,0,0,0
"ENSG00000211514.1",0,0,0,0,0,0,0,0
"ENSG00000207996.1",0,0,0,0,0,0,0,0
"ENSG00000068489.12",116,77,86,58,131,125,97,79
"ENSG00000266537.1",0,0,0,0,0,0,0,0
"ENSG00000265303.1",0,0,0,0,0,0,0,0
"ENSG00000265415.1",7,19,8,6,8,12,7,9
"ENSG00000167447.12",386,330,420,284,471,577,337,378
"ENSG00000153982.10",23,11,15,6,27,19,20,22
"ENSG00000207235.1",0,0,0,0,0,0,0,0
"ENSG00000271063.1",0,0,0,0,0,1,0,0
"ENSG00000175155.8",555,532,697,500,586,572,523,703
"ENSG00000278863.1",0,1,0,1,0,0,0,0
"ENSG00000263857.1",0,2,0,0,0,0,0,0
"ENSG00000266002.1",0,0,0,0,0,0,0,0
"ENSG00000265313.6",0,0,0,0,0,0,0,0
"ENSG00000200889.1",0,0,0,0,0,0,0,0
"ENSG00000108406.9",1579,1245,1816,1159,1793,2210,1436,1652
"ENSG00000273702.1",6,5,6,6,6,5,5,4
"ENSG00000141367.11",11177,9772,13193,7768,13378,16745,10417,9766
"ENSG00000141378.14",192,212,201,131,231,350,163,166
"ENSG00000062716.12",2512,3354,3117,2745,3210,4808,2014,3179
"ENSG00000267637.1",0,0,0,0,0,0,0,0
"ENSG00000284190.1",0,0,0,0,0,0,0,0
"ENSG00000201524.1",0,0,0,0,0,0,0,0
"ENSG00000108423.14",52,43,54,36,53,74,54,38
"ENSG00000270264.1",2,0,3,1,6,5,4,1
"ENSG00000108443.13",749,595,872,530,983,1163,658,680
"ENSG00000241913.1",0,0,0,0,0,0,0,0
"ENSG00000267318.1",0,0,0,0,0,0,0,0
"ENSG00000189050.15",137,125,161,83,156,152,150,149
"ENSG00000267104.2",1,0,1,1,1,0,0,0
"ENSG00000267302.5",18,11,16,11,14,27,21,13
"ENSG00000266992.1",86,61,78,63,78,112,55,77
"ENSG00000238283.3",6,7,5,2,4,3,5,2
"ENSG00000275860.1",0,0,0,0,0,0,0,0
"ENSG00000274378.1",3,1,2,1,5,1,1,1
"ENSG00000264049.1",12,8,24,3,20,34,13,15
"ENSG00000068097.14",387,338,556,239,461,527,333,354
"ENSG00000267526.1",1,1,0,0,0,0,0,0
"ENSG00000267416.1",3,3,3,2,4,4,1,3
"ENSG00000261040.7",15,31,84,22,76,71,27,31
"ENSG00000280852.2",59,60,74,43,60,108,70,73
"ENSG00000267295.1",4,1,2,3,6,0,4,1
"ENSG00000277532.1",0,0,0,0,0,0,0,0
"ENSG00000267248.1",29,31,23,17,19,16,27,21
"ENSG00000267095.1",0,1,1,0,0,1,0,0
"ENSG00000167434.9",0,0,0,0,1,0,0,0
"ENSG00000170832.12",1425,1227,1581,1135,1767,2297,1304,1593
"ENSG00000252577.1",0,0,0,0,0,1,0,0
"ENSG00000241157.1",2,1,0,0,0,0,1,1
"ENSG00000275562.1",1,1,0,0,0,0,0,0
"ENSG00000271626.1",0,0,1,0,0,0,0,0
"ENSG00000141371.12",1,0,1,0,2,1,1,0
"ENSG00000213228.5",21,21,29,23,38,35,25,31
"ENSG00000062725.9",1810,1445,1815,1219,2493,2412,1593,1490
"ENSG00000270553.1",0,2,0,0,0,1,0,0
"ENSG00000259349.1",4,3,8,2,7,12,10,2
"ENSG00000267678.1",0,0,0,0,0,0,0,0
"ENSG00000267772.1",0,0,0,0,0,0,0,1
"ENSG00000266943.1",0,0,0,0,0,0,0,0
"ENSG00000170836.11",493,329,498,202,702,415,414,295
"ENSG00000200013.1",1,0,0,0,0,1,0,0
"ENSG00000141376.22",590,543,756,510,805,777,661,732
"ENSG00000239932.3",0,0,0,0,0,1,0,0
"ENSG00000224011.1",4,5,1,2,6,7,3,0
"ENSG00000252534.1",0,0,0,0,0,0,0,0
"ENSG00000267083.1",0,0,0,0,0,0,0,0
"ENSG00000254114.1",1,0,0,0,0,0,0,0
"ENSG00000264322.2",0,0,0,0,0,0,0,0
"ENSG00000267207.1",1,0,1,0,3,1,2,0
"ENSG00000267449.1",0,0,0,0,0,0,0,0
"ENSG00000227694.1",107,117,165,70,186,155,78,88
"ENSG00000267667.1",0,3,2,0,8,3,2,2
"ENSG00000273982.1",0,0,0,0,1,0,0,0
"ENSG00000267131.1",1,2,3,0,5,4,7,0
"ENSG00000266934.1",5,6,4,4,6,6,3,3
"ENSG00000267280.5",187,152,136,103,94,130,150,171
"ENSG00000121068.13",3256,3487,2985,1903,3045,4607,2901,3553
"ENSG00000187013.4",24,17,23,8,15,15,24,16
"ENSG00000121075.10",581,640,1087,664,436,522,626,740
"ENSG00000267137.1",6,5,9,2,6,6,4,12
"ENSG00000253506.2",5,4,5,3,3,14,6,4
"ENSG00000136492.8",66,69,92,53,67,129,67,56
"ENSG00000108506.12",293,214,271,200,291,427,224,233
"ENSG00000202361.1",0,0,0,0,0,0,0,0
"ENSG00000108510.9",1538,1356,1843,1193,1943,2673,1583,1863
"ENSG00000279133.1",0,2,3,4,1,3,1,3
"ENSG00000242398.3",0,0,0,0,0,0,0,0
"ENSG00000285879.1",0,0,0,0,0,0,0,0
"ENSG00000200842.1",0,0,0,0,0,0,0,0
"ENSG00000207123.1",0,0,0,0,0,0,0,0
"ENSG00000266066.1",32,24,19,11,23,34,12,6
"ENSG00000266365.1",10,9,9,3,14,9,8,9
"ENSG00000266647.1",0,0,0,0,0,0,0,0
"ENSG00000188755.10",3,3,8,1,2,3,2,0
"ENSG00000263887.7",195,160,226,164,242,311,217,251
"ENSG00000242123.1",0,0,0,0,0,0,0,0
"ENSG00000172421.9",0,1,0,0,1,2,0,0
"ENSG00000239809.1",0,0,0,0,0,0,0,0
"ENSG00000251981.1",0,0,0,0,0,0,0,0
"ENSG00000239527.1",0,0,0,0,0,0,0,0
"ENSG00000087995.15",327,264,384,204,339,459,313,328
"ENSG00000146872.17",709,736,937,614,966,1145,705,775
"ENSG00000239246.3",414,455,257,191,231,373,223,198
"ENSG00000264546.1",0,0,1,0,0,2,1,0
"ENSG00000277463.1",0,0,1,0,0,2,1,0
"ENSG00000274565.1",89,58,107,39,57,60,137,63
"ENSG00000011028.13",16679,12217,22030,9857,16594,18151,15453,14070
"ENSG00000207382.1",0,0,0,0,1,0,0,0
"ENSG00000279713.1",40,31,35,13,36,27,20,11
"ENSG00000199697.1",1,3,1,0,0,1,0,0
"ENSG00000265702.1",0,11,0,3,0,9,0,5
"ENSG00000173838.11",8,75,6,84,10,159,3,53
"ENSG00000265000.1",0,0,0,0,0,0,0,0
"ENSG00000264907.1",0,0,0,1,0,0,0,0
"ENSG00000283538.2",3,4,3,11,2,23,7,5
"ENSG00000207552.1",0,0,0,0,0,0,0,0
"ENSG00000265262.1",0,0,0,0,1,0,0,0
"ENSG00000270324.1",0,0,0,0,0,0,0,0
"ENSG00000272164.1",0,0,0,0,0,0,0,0
"ENSG00000170921.15",1703,1981,1764,1638,1805,3892,1739,2406
"ENSG00000272383.1",0,0,0,0,0,0,0,0
"ENSG00000264513.1",0,0,0,0,0,0,1,0
"ENSG00000264529.1",0,0,0,0,0,0,0,0
"ENSG00000233635.2",0,0,0,0,0,0,0,0
"ENSG00000263501.1",0,0,0,0,0,0,0,0
"ENSG00000271919.1",0,1,0,0,0,0,0,0
"ENSG00000226797.1",0,0,0,0,0,1,0,0
"ENSG00000263644.1",0,0,0,0,1,0,0,0
"ENSG00000271749.1",0,1,2,1,1,0,3,1
"ENSG00000265282.1",0,0,0,0,0,1,0,0
"ENSG00000008283.15",559,480,612,339,629,837,440,427
"ENSG00000265971.1",0,1,2,1,1,1,0,1
"ENSG00000228979.4",0,0,0,0,0,0,0,0
"ENSG00000159640.15",60,48,79,36,186,217,79,94
"ENSG00000264813.6",0,0,0,0,0,0,0,0
"ENSG00000224353.2",0,0,0,0,0,0,0,0
"ENSG00000173826.14",1,0,0,0,0,0,0,0
"ENSG00000136485.14",1774,1546,1878,1162,2094,3044,1550,1628
"ENSG00000200560.1",0,0,0,0,0,0,0,0
"ENSG00000136463.7",234,204,297,160,324,312,202,221
"ENSG00000270587.1",6,4,6,0,6,10,5,5
"ENSG00000198909.7",1138,1428,1616,1222,1414,1761,962,1923
"ENSG00000263883.1",0,0,0,0,1,0,1,0
"ENSG00000266173.6",100,112,166,78,182,165,115,91
"ENSG00000136490.8",61,56,71,34,81,80,65,55
"ENSG00000279369.1",9,7,10,1,8,10,12,9
"ENSG00000125695.12",0,0,0,0,0,0,0,0
"ENSG00000108588.13",1247,1373,1555,1052,1629,2317,1248,1418
"ENSG00000198231.12",2994,2431,3384,1969,3874,4286,2787,2783
"ENSG00000108592.16",1219,1424,1493,1010,1470,1925,866,1099
"ENSG00000087191.12",1437,1900,1564,1237,1576,2292,1076,1506
"ENSG00000108604.15",1340,3595,1587,1986,1403,3003,1144,3039
"ENSG00000240280.6",1,3,0,0,2,2,3,0
"ENSG00000213218.10",0,0,0,0,0,0,1,0
"ENSG00000136487.17",0,0,0,0,0,0,0,0
"ENSG00000259533.1",0,0,0,0,0,0,0,0
"ENSG00000136488.14",0,0,0,0,0,1,1,0
"ENSG00000259333.1",0,0,0,0,0,0,1,0
"ENSG00000204414.12",0,0,0,0,0,0,0,0
"ENSG00000259384.6",0,0,0,0,0,0,0,0
"ENSG00000285947.1",0,0,0,0,0,0,0,0
"ENSG00000007312.12",0,2,0,4,4,0,1,2
"ENSG00000007314.12",0,1,2,1,1,0,1,0
"ENSG00000263489.1",0,0,1,0,0,0,0,0
"ENSG00000264954.1",0,0,0,0,0,0,1,0
"ENSG00000224383.7",6,1,6,0,7,8,3,5
"ENSG00000108622.10",5,2,9,3,1,0,2,2
"ENSG00000178607.15",349,322,473,237,363,437,408,449
"ENSG00000266402.3",2,2,1,1,1,1,3,0
"ENSG00000199753.1",5,14,1,4,5,6,4,6
"ENSG00000281311.1",0,0,0,0,0,0,0,0
"ENSG00000277887.1",0,0,0,0,0,0,0,0
"ENSG00000136478.7",1546,3201,2442,4131,2213,7591,2148,6288
"ENSG00000256358.1",0,0,0,0,0,0,0,0
"ENSG00000261371.5",0,8,7,8,17,11,2,1
"ENSG00000239823.2",0,0,0,0,1,0,0,0
"ENSG00000265031.1",0,0,0,0,0,0,0,0
"ENSG00000271605.5",21,20,87,32,99,102,45,26
"ENSG00000256525.6",160,144,145,83,141,149,108,104
"ENSG00000256826.1",1,0,0,0,0,0,0,0
